Table,rel_tag_tag,,
ConstraintTable,ConstraintField,ConstraintEquivalence,
tag,id,name,parent_tag_id
tag,id,name,child_tag_id
Data,,,
parent_tag_id,child_tag_id,code
GasoUnit,GT15,null
GasoUnit,GT01,null
GasoUnit,GT02,null
GasoUnit,GT03,null
GasoUnit,GT04,null
GD-GT01,GT01-L,null
GD-GT02,GT02-L,null
GD-GT03,GT03-L,null
GD-GT04,GT04-L,null
GD-GT05,GT05-L,null
GD-GT06,GT06-L,null
GD-GT07,GT07-L,null
GD-GT08,GT08-L,null
GD-GT09,GT09-L,null
GD-GT10,GT10-L,null
GD-GT11,GT11-L,null
GD-GT12,GT12-L,null
GD-GT13,GT13-L,null
GD-GT14,GT14-L,null
GD-GT15,GT15-L,null
GDlivery,GDRU1,null
GDlivery,GDRU2,null
GDlivery,GD-GT01,null
GDlivery,GD-GT07,null
GDlivery,GD-GT08,null
GDlivery,GD-GT09,null
GDlivery,GD-GT02,null
GDlivery,GD-GT03,null
GDlivery,GD-GT04,null
GDlivery,GD-GT05,null
GDlivery,GD-GT06,null
GDlivery,GD-GT10,null
GDlivery,GD-GT11,null
GDlivery,GD-GT12,null
GDlivery,GD-GT13,null
GDlivery,GD-GT14,null
GDlivery,GD-GT15,null
GDlivery,GDP-RU1,null
GDlivery,GDP-RU2,null
GDlivery,GDP-GT1,null
GDlivery,GDP-GT2,null
GDlivery,GDVi01,null
GDlivery,GDVi02,null
GDlivery,GDVi03,null
GDlivery,GDVi04,null
GDlivery,GDVi05,null
GDlivery,GDVi06,null
GDlivery,GDVi07,null
GDlivery,GDVi08,null
GDlivery,GDVi09,null
GDlivery,GDVi10,null
GDlivery,GDVi11,null
GDlivery,GDVi12,null
GDlivery,GDVi13,null
GDlivery,GDVi14,null
GDlivery,GDVi15,null
GDlivery,GDP-GT4,null
GDlivery,GDP-GT3,null
GDlivery,GDP-RUGT01,null
GDlivery,GDP-RUGT02,null
GDlivery,GDP-RUGT03,null
GDlivery,GDP-RUGT04,null
GDlivery,GDP-RUGT05,null
GDlivery,GDP-RUGT06,null
GDlivery,GDP-RUGT07,null
GDlivery,GDP-RUGT10,null
GDlivery,GDP-RUGT11,null
GDlivery,GDP-RUGT12,null
GDlivery,GDP-RUGT13,null
GDlivery,GDP-RUGT14,null
GDlivery,GDP-RUGT15,null
GDlivery,GDP-RUGT08,null
GDlivery,GDP-RUGT09,null
GDP-GT1,RU2-OnOff,null
GDP-GT2,RU1-OnOff,null
GDP-GT3,RU1-OnOff,null
GDP-GT4,RU1-OnOff,null
GDP-RU1,RU1-OnOff,null
GDP-RU2,RU2-OnOff,null
GDP-RUGT01,GT01-ViDI,null
GDP-RUGT01,GT01-ViDO,null
GDP-RUGT02,GT02-ViDI,null
GDP-RUGT02,GT09-ViDO,null
GDP-RUGT03,GT03-ViDI,null
GDP-RUGT03,GT03-ViDO,null
GDP-RUGT04,GT04-ViDI,null
GDP-RUGT04,GT04-ViDO,null
GDP-RUGT05,GT05-ViDI,null
GDP-RUGT05,GT05-ViDO,null
GDP-RUGT06,GT06-ViDI,null
GDP-RUGT06,GT06-ViDO,null
GDP-RUGT07,GT07-ViDI,null
GDP-RUGT07,GT07-ViDO,null
GDP-RUGT08,GT08-ViDI,null
GDP-RUGT08,GT08-ViDO,null
GDP-RUGT09,GT09-ViDI,null
GDP-RUGT09,GT09-ViDO,null
GDP-RUGT10,GT10-ViDI,null
GDP-RUGT10,GT10-ViDO,null
GDP-RUGT11,GT11-ViDI,null
GDP-RUGT11,GT11-ViDO,null
GDP-RUGT12,GT12-ViDI,null
GDP-RUGT12,GT12-ViDO,null
GDP-RUGT13,GT13-ViDI,null
GDP-RUGT13,GT13-ViDO,null
GDP-RUGT14,GT14-ViDI,null
GDP-RUGT14,GT14-ViDO,null
GDP-RUGT15,GT15-ViDI,null
GDP-RUGT15,GT15-ViDO,null
GDRU1,RU1-OnOff,null
GDRU2,RU2-OnOff,null
GDVi01,GT01-ViDI,null
GDVi01,GT01-ViDO,null
GDVi02,GT02-ViDI,null
GDVi02,GT02-ViDO,null
GDVi03,GT03-ViDI,null
GDVi03,GT03-ViDO,null
GDVi04,GT04-ViDI,null
GDVi04,GT04-ViDO,null
GDVi05,GT05-ViDI,null
GDVi05,GT05-ViDO,null
GDVi06,GT06-ViDI,null
GDVi06,GT06-ViDO,null
GDVi07,GT07-ViDI,null
GDVi07,GT07-ViDO,null
GDVi08,GT08-ViDI,null
GDVi08,GT07-ViDO,null
GDVi09,GT09-ViDI,null
GDVi09,GT09-ViDO,null
GDVi10,GT10-ViDI,null
GDVi10,GT10-ViDO,null
GDVi11,GT11-ViDI,null
GDVi11,GT11-ViDO,null
GDVi12,GT12-ViDI,null
GDVi12,GT12-ViDO,null
GDVi13,GT13-ViDI,null
GDVi13,GT13-ViDO,null
GDVi14,GT14-ViDI,null
GDVi14,GT14-ViDO,null
GDVi15,GT15-ViDI,null
GDVi15,GT15-ViDO,null
GT01,GT01-L,null
GT01,GT01-T,null
GT01,GT01-Vi,INL
GT01,GT01-Vo,OUTL
GT01,GT01-Pmp,OUTL
GT01-Pmp,GT01-PoDI,OUTL
GT01-Pmp,GT01-PoDO,OUTL
GT01-Vi,GT01-ViDI,INL
GT01-Vi,GT01-ViDO,INL
GT01-Vo,GT01-VoDI,OUTL
GT01-Vo,GT01-VoDO,OUTL
GT02,GT02-L,null
GT02,GT02-T,null
GT02,GT02-Vi,INL
GT02,GT02-Vo,OUTL
GT02,GT02-Pmp,OUTL
GT02-Pmp,GT02-PoDI,OUTL
GT02-Pmp,GT02-PoDO,OUTL
GT02-Vi,GT02-ViDI,INL
GT02-Vi,GT02-ViDO,INL
GT02-Vo,GT02-VoDI,OUTL
GT02-Vo,GT02-VoDO,OUTL
GT03,GT03-L,null
GT03,GT03-T,null
GT03,GT03-Vi,INL
GT03,GT03-Vo,OUTL
GT03,GT03-Pmp,OUTL
GT03-Pmp,GT03-PoDI,OUTL
GT03-Pmp,GT03-PoDO,OUTL
GT03-Vi,GT03-ViDI,INL
GT03-Vi,GT03-ViDO,INL
GT03-Vo,GT03-VoDI,OUTL
GT03-Vo,GT03-VoDO,OUTL
GT04,GT04-L,null
GT04,GT04-T,null
GT04,GT04-Vi,INL
GT04,GT04-Vo,OUTL
GT04,GT04-Pmp,OUTL
GT04-Pmp,GT04-PoDI,OUTL
GT04-Pmp,GT04-PoDO,OUTL
GT04-Vi,GT04-ViDI,INL
GT04-Vi,GT04-ViDO,INL
GT04-Vo,GT04-VoDI,OUTL
GT04-Vo,GT04-VoDO,OUTL
GT05,GT05-L,null
GT05,GT05-T,null
GT05,GT05-Vi,INL
GT05,GT05-Vo,OUTL
GT05,GT05-Pmp,OUTL
GT05-Pmp,GT05-PoDI,OUTL
GT05-Pmp,GT05-PoDO,OUTL
GT05-Vi,GT05-ViDI,INL
GT05-Vi,GT05-ViDO,INL
GT05-Vo,GT05-VoDI,OUTL
GT05-Vo,GT05-VoDO,OUTL
GT06,GT06-L,null
GT06,GT06-T,null
GT06,GT06-Vi,INL
GT06,GT06-Vo,OUTL
GT06,GT06-Pmp,OUTL
GT06-Pmp,GT06-PoDI,OUTL
GT06-Pmp,GT06-PoDO,OUTL
GT06-Vi,GT06-ViDI,INL
GT06-Vi,GT06-ViDO,INL
GT06-Vo,GT06-VoDI,OUTL
GT06-Vo,GT06-VoDO,OUTL
GT07,GT07-L,null
GT07,GT07-T,null
GT07,GT07-Vi,INL
GT07,GT07-Vo,OUTL
GT07,GT07-Pmp,OUTL
GT07-Pmp,GT07-PoDI,OUTL
GT07-Pmp,GT07-PoDO,OUTL
GT07-Vi,GT07-ViDI,INL
GT07-Vi,GT07-ViDO,INL
GT07-Vo,GT07-VoDI,OUTL
GT07-Vo,GT07-VoDO,OUTL
GT08,GT08-L,null
GT08,GT08-T,null
GT08,GT08-Vi,INL
GT08,GT08-Vo,OUTL
GT08,GT08-Pmp,OUTL
GT08-Pmp,GT08-PoDI,OUTL
GT08-Pmp,GT08-PoDO,OUTL
GT08-Vi,GT08-ViDI,INL
GT08-Vi,GT08-ViDO,INL
GT08-Vo,GT08-VoDI,OUTL
GT08-Vo,GT08-VoDO,OUTL
GT09,GT09-L,null
GT09,GT09-T,null
GT09,GT09-Vi,INL
GT09,GT09-Vo,OUTL
GT09,GT09-Pmp,OUTL
GT09-Pmp,GT09-PoDI,OUTL
GT09-Pmp,GT09-PoDO,OUTL
GT09-Vi,GT09-ViDI,INL
GT09-Vi,GT09-ViDO,INL
GT09-Vo,GT09-VoDI,OUTL
GT09-Vo,GT09-VoDO,OUTL
GT10,GT10-L,null
GT10,GT10-T,null
GT10,GT10-Vi,INL
GT10,GT10-Vo,OUTL
GT10,GT10-Pmp,OUTL
GT10-Pmp,GT10-PoDI,OUTL
GT10-Pmp,GT10-PoDO,OUTL
GT10-Vi,GT10-ViDI,INL
GT10-Vi,GT10-ViDO,INL
GT10-Vo,GT10-VoDI,OUTL
GT10-Vo,GT10-VoDO,OUTL
GT11,GT11-L,null
GT11,GT11-T,null
GT11,GT11-Vi,INL
GT11,GT11-Vo,OUTL
GT11,GT11-Pmp,OUTL
GT11-Pmp,GT11-PoDI,OUTL
GT11-Pmp,GT11-PoDO,OUTL
GT11-Vi,GT11-ViDI,INL
GT11-Vi,GT11-ViDO,INL
GT11-Vo,GT11-VoDI,OUTL
GT11-Vo,GT11-VoDO,OUTL
GT12,GT12-L,null
GT12,GT12-T,null
GT12,GT12-Vi,INL
GT12,GT12-Vo,OUTL
GT12,GT12-Pmp,OUTL
GT12-Pmp,GT12-PoDI,OUTL
GT12-Pmp,GT12-PoDO,OUTL
GT12-Vi,GT12-ViDI,INL
GT12-Vi,GT12-ViDO,INL
GT12-Vo,GT12-VoDI,OUTL
GT12-Vo,GT12-VoDO,OUTL
GT13,GT13-L,null
GT13,GT13-T,null
GT13,GT13-Vi,INL
GT13,GT13-Vo,OUTL
GT13,GT13-Pmp,OUTL
GT13-Pmp,GT13-PoDI,OUTL
GT13-Pmp,GT13-PoDO,OUTL
GT13-Vi,GT13-ViDI,INL
GT13-Vi,GT13-ViDO,INL
GT13-Vo,GT13-VoDI,OUTL
GT13-Vo,GT13-VoDO,OUTL
GT14,GT14-L,null
GT14,GT14-T,null
GT14,GT14-Vi,INL
GT14,GT14-Vo,OUTL
GT14,GT14-Pmp,OUTL
GT14-Pmp,GT14-PoDI,OUTL
GT14-Pmp,GT14-PoDO,OUTL
GT14-Vi,GT14-ViDI,INL
GT14-Vi,GT14-ViDO,INL
GT14-Vo,GT14-VoDI,OUTL
GT14-Vo,GT14-VoDO,OUTL
GT15,GT15-L,null
GT15,GT15-T,null
GT15,GT15-Vi,INL
GT15,GT15-Vo,OUTL
GT15,GT15-Pmp,OUTL
GT15-Pmp,GT15-PoDI,OUTL
GT15-Pmp,GT15-PoDO,OUTL
GT15-Vi,GT15-ViDI,INL
GT15-Vi,GT15-ViDO,INL
GT15-Vo,GT15-VoDI,OUTL
GT15-Vo,GT15-VoDO,OUTL
HPump,RU1CP-DI,null
HPumpR,RU1CP-DI,null
JetFuels,JT01,null
JetFuels,JT02,null
JetFuels,JT03,null
JetFuels,JT04,null
JetFuels,JT05,null
JetFuels,JT06,null
JetFuels,JT07,null
JetFuels,JT08,null
JetFuels,JT09,null
JetFuels,JT10,null
JetFuels,JT11,null
JetFuels,JT12,null
JetFuelUni,JT01,null
JetFuelUni,JT02,null
JetFuelUni,JT03,null
JetFuelUni,JT04,null
JetFuelUni,JT05,null
JetFuelUni,JT06,null
JetFuelUni,JT07,null
JetFuelUni,JT08,null
JetFuelUni,JT09,null
JetFuelUni,JT10,null
JetFuelUni,JT11,null
JetFuelUni,JT12,null
JT01,JT01-L,null
JT01,JT01-T,null
JT01,JT01-Vi,INL
JT01,JT01-Vo,OUTL
JT01,JT01-Pmp,OUTL
JT01-Pmp,JT01-PoDI,OUTL
JT01-Pmp,JT01-PoDO,OUTL
JT01-Vi,JT01-ViDI,INL
JT01-Vi,JT01-ViDO,INL
JT01-Vo,JT01-VoDI,OUTL
JT01-Vo,JT01-VoDO,OUTL
JT02,JT02-L,null
JT02,JT02-T,null
JT02,JT02-Vi,INL
JT02,JT02-Vo,OUTL
JT02,JT02-Pmp,OUTL
JT02-Pmp,JT02-PoDI,OUTL
JT02-Pmp,JT02-PoDO,OUTL
JT02-Vi,JT02-ViDI,INL
JT02-Vi,JT02-ViDO,INL
JT02-Vo,JT02-VoDI,OUTL
JT02-Vo,JT02-VoDO,OUTL
JT03,JT03-L,null
JT03,JT03-T,null
JT03,JT03-Vi,INL
JT03,JT03-Vo,OUTL
JT03,JT03-Pmp,OUTL
JT03-Pmp,JT03-PoDI,OUTL
JT03-Pmp,JT03-PoDO,OUTL
JT03-Vi,JT03-ViDI,INL
JT03-Vi,JT03-ViDO,INL
JT03-Vo,JT03-VoDI,OUTL
JT03-Vo,JT03-VoDO,OUTL
JT04,JT04-L,null
JT04,JT04-T,null
JT04,JT04-Vi,INL
JT04,JT04-Vo,OUTL
JT04,JT04-Pmp,OUTL
JT04-Pmp,JT04-PoDI,OUTL
JT04-Pmp,JT04-PoDO,OUTL
JT04-Vi,JT04-ViDI,INL
JT04-Vi,JT04-ViDO,INL
JT04-Vo,JT04-VoDI,OUTL
JT04-Vo,JT04-VoDO,OUTL
JT05,JT05-L,null
JT05,JT05-T,null
JT05,JT05-Vi,INL
JT05,JT05-Vo,OUTL
JT05,JT05-Pmp,OUTL
JT05-Pmp,JT05-PoDI,OUTL
JT05-Pmp,JT05-PoDO,OUTL
JT05-Vi,JT05-ViDI,INL
JT05-Vi,JT05-ViDO,INL
JT05-Vo,JT05-VoDI,OUTL
JT05-Vo,JT05-VoDO,OUTL
JT06,JT06-L,null
JT06,JT06-T,null
JT06,JT06-Vi,INL
JT06,JT06-Vo,OUTL
JT06,JT06-Pmp,OUTL
JT06-Pmp,JT06-PoDI,OUTL
JT06-Pmp,JT06-PoDO,OUTL
JT06-Vi,JT06-ViDI,INL
JT06-Vi,JT06-ViDO,INL
JT06-Vo,JT06-VoDI,OUTL
JT06-Vo,JT06-VoDO,OUTL
JT07,JT07-L,null
JT07,JT07-T,null
JT07,JT07-Vi,INL
JT07,JT07-Vo,OUTL
JT07,JT07-Pmp,OUTL
JT07-Pmp,JT07-PoDI,OUTL
JT07-Pmp,JT07-PoDO,OUTL
JT07-Vi,JT07-ViDI,INL
JT07-Vi,JT07-ViDO,INL
JT07-Vo,JT07-VoDI,OUTL
JT07-Vo,JT07-VoDO,OUTL
JT08,JT08-L,null
JT08,JT08-T,null
JT08,JT08-Vi,INL
JT08,JT08-Vo,OUTL
JT08,JT08-Pmp,OUTL
JT08-Pmp,JT08-PoDI,OUTL
JT08-Pmp,JT08-PoDO,OUTL
JT08-Vi,JT08-ViDI,INL
JT08-Vi,JT08-ViDO,INL
JT08-Vo,JT08-VoDI,OUTL
JT08-Vo,JT08-VoDO,OUTL
JT09,JT09-L,null
JT09,JT09-T,null
JT09,JT09-Vi,INL
JT09,JT09-Vo,OUTL
JT09,JT09-Pmp,OUTL
JT09-Pmp,JT09-PoDI,OUTL
JT09-Pmp,JT09-PoDO,OUTL
JT09-Vi,JT09-ViDI,INL
JT09-Vi,JT09-ViDO,INL
JT09-Vo,JT09-VoDI,OUTL
JT09-Vo,JT09-VoDO,OUTL
JT10,JT10-L,null
JT10,JT10-T,null
JT10,JT10-Vi,INL
JT10,JT10-Vo,OUTL
JT10,JT10-Pmp,OUTL
JT10-Pmp,JT10-PoDI,OUTL
JT10-Pmp,JT10-PoDO,OUTL
JT10-Vi,JT10-ViDI,INL
JT10-Vi,JT10-ViDO,INL
JT10-Vo,JT10-VoDI,OUTL
JT10-Vo,JT10-VoDO,OUTL
JT11,JT11-L,null
JT11,JT11-T,null
JT11,JT11-Vi,INL
JT11,JT11-Vo,OUTL
JT11,JT11-Pmp,OUTL
JT11-Pmp,JT11-PoDI,OUTL
JT11-Pmp,JT11-PoDO,OUTL
JT11-Vi,JT11-ViDI,INL
JT11-Vi,JT11-ViDO,INL
JT11-Vo,JT11-VoDI,OUTL
JT11-Vo,JT11-VoDO,OUTL
JT12,JT12-L,null
JT12,JT12-T,null
JT12,JT12-Vi,INL
JT12,JT12-Vo,OUTL
JT12,JT12-Pmp,OUTL
JT12-Pmp,JT12-PoDI,OUTL
JT12-Pmp,JT12-PoDO,OUTL
JT12-Vi,JT12-ViDI,INL
JT12-Vi,JT12-ViDO,INL
JT12-Vo,JT12-VoDI,OUTL
JT12-Vo,JT12-VoDO,OUTL
Local,DCM-0000,null
Local,DCP-0000,null
Local,DCR-0000,null
Local,DCT-0000,null
Local,C-101,null
Local,C-101,null
Local,C-101,null
Local,DCL-0000,null
Local,C-101,null
Local,C-101,null
Local,CTA-101,null
Local,C-101,null
LT01,LT01-L,null
LT01,LT01-T,null
LT01,LT01-Vi,INL
LT01,LT01-Vo,OUTL
LT01,LT01-Pmp,OUTL
LT01-Pmp,LT01-PoDI,OUTL
LT01-Pmp,LT01-PoDO,OUTL
LT01-Vi,LT01-ViDI,INL
LT01-Vi,LT01-ViDO,INL
LT01-Vo,LT01-VoDI,OUTL
LT01-Vo,LT01-VoDO,OUTL
LT02,LT02-L,null
LT02,LT02-T,null
LT02,LT02-Vi,INL
LT02,LT02-Vo,OUTL
LT02,LT02-Pmp,OUTL
LT02-Pmp,LT02-PoDI,OUTL
LT02-Pmp,LT02-PoDO,OUTL
LT02-Vi,LT02-ViDI,INL
LT02-Vi,LT02-ViDO,INL
LT02-Vo,LT02-VoDI,OUTL
LT02-Vo,LT02-VoDO,OUTL
LT03,LT03-L,null
LT03,LT03-T,null
LT03,LT03-Vi,INL
LT03,LT03-Vo,OUTL
LT03,LT03-Pmp,OUTL
LT03-Pmp,LT03-PoDI,OUTL
LT03-Pmp,LT03-PoDO,OUTL
LT03-Vi,LT03-ViDI,INL
LT03-Vi,LT03-ViDO,INL
LT03-Vo,LT03-VoDI,OUTL
LT03-Vo,LT03-VoDO,OUTL
LT04,LT04-L,null
LT04,LT04-T,null
LT04,LT04-Vi,INL
LT04,LT04-Vo,OUTL
LT04,LT04-Pmp,OUTL
LT04-Pmp,LT04-PoDI,OUTL
LT04-Pmp,LT04-PoDO,OUTL
LT04-Vi,LT04-ViDI,INL
LT04-Vi,LT04-ViDO,INL
LT04-Vo,LT04-VoDI,OUTL
LT04-Vo,LT04-VoDO,OUTL
LubeUnit,LT01,null
LubeUnit,LT02,null
LubeUnit,LT03,null
LubeUnit,LT04,null
NapthaUnit,NT01,null
NapthaUnit,NT02,null
NapthaUnit,NT03,null
NapthaUnit,NT04,null
NT01,NT01-L,null
NT01,NT01-T,null
NT01,NT01-Vi,INL
NT01,NT01-Vo,OUTL
NT01,NT01-Pmp,OUTL
NT01-Pmp,NT01-PoDI,OUTL
NT01-Pmp,NT01-PoDO,OUTL
NT01-Vi,NT01-ViDI,INL
NT01-Vi,NT01-ViDO,INL
NT01-Vo,NT01-VoDI,OUTL
NT01-Vo,NT01-VoDO,OUTL
NT02,NT02-L,null
NT02,NT02-T,null
NT02,NT02-Vi,INL
NT02,NT02-Vo,OUTL
NT02,NT02-Pmp,OUTL
NT02-Pmp,NT02-PoDI,OUTL
NT02-Pmp,NT02-PoDO,OUTL
NT02-Vi,NT02-ViDI,INL
NT02-Vi,NT02-ViDO,INL
NT02-Vo,NT02-VoDI,OUTL
NT02-Vo,NT02-VoDO,OUTL
NT03,NT03-L,null
NT03,NT03-T,null
NT03,NT03-Vi,INL
NT03,NT03-Vo,OUTL
NT03,NT03-Pmp,OUTL
NT03-Pmp,NT03-PoDI,OUTL
NT03-Pmp,NT03-PoDO,OUTL
NT03-Vi,NT03-ViDI,INL
NT03-Vi,NT03-ViDO,INL
NT03-Vo,NT03-VoDI,OUTL
NT03-Vo,NT03-VoDO,OUTL
NT04,NT04-L,null
NT04,NT04-T,null
NT04,NT04-Vi,INL
NT04,NT04-Vo,OUTL
NT04,NT04-Pmp,OUTL
NT04-Pmp,NT04-PoDI,OUTL
NT04-Pmp,NT04-PoDO,OUTL
NT04-Vi,NT04-ViDI,INL
NT04-Vi,NT04-ViDO,INL
NT04-Vo,NT04-VoDI,OUTL
NT04-Vo,NT04-VoDO,OUTL
P1toRU,RU1CP-DI,null
RefindLvls,GT01,null
RefindLvls,GT02,null
RefindLvls,GT03,null
RefindLvls,GT04,null
RefindLvls,GT05,null
RefindLvls,GT06,null
RefindLvls,GT07,null
RefindLvls,GT08,null
RefindLvls,GT09,null
RefindLvls,GT10,null
RefindLvls,GT11,null
RefindLvls,GT12,null
RefindLvls,FOT01,null
RefindLvls,FOT02,null
RefindLvls,FOT03,null
RefindLvls,FOT04,null
RefindLvls,FOT05,null
Refined,JetFuels,null
Refined,Gasoline,null
Refined,FuelOils,null
Refined,Asphalts,null
Refined,NT04,null
Refined,AT01,null
Refined,AT02,null
Refined,AT03,null
Refined,AT04,null
Refined,FOT01,null
Refined,FOT02,null
Refined,FOT03,null
Refined,FOT04,null
Refined,FOT05,null
Refined,FOT06,null
Refined,FOT07,null
Refined,FOT08,null
Refined,FOT09,null
Refined,FOT10,null
Refined,FOT11,null
Refined,GT01,null
Refined,GT02,null
Refined,GT03,null
Refined,GT04,null
Refined,GT05,null
Refined,GT06,null
Refined,GT07,null
Refined,GT08,null
Refined,GT09,null
Refined,GT10,null
Refined,GT11,null
Refined,GT12,null
Refined,GT13,null
Refined,GT14,null
Refined,GT15,null
Refined,JT01,null
Refined,JT02,null
Refined,JT03,null
Refined,JT04,null
Refined,JT05,null
Refined,JT06,null
Refined,JT07,null
Refined,JT08,null
Refined,JT09,null
Refined,JT10,null
Refined,JT11,null
Refined,JT12,null
Refined,LT01,null
Refined,LT02,null
Refined,LT03,null
Refined,LT04,null
Refined,WT01,null
Refined,WT02,null
Refined,WT03,null
Refined,NT01,null
Refined,NT02,null
Refined,NT03,null
RefUnit1|RU,RU1CP-DI,null
RefUnit1|RU,CT2RU1-P,INL
RefUnit1|RU,CT2RU1a-P,INL
RefUnit1|RU,CT2RU1b-P,INL
RefUnit1|RU,RU1CP-DI,null
RefUnit2|RU,RU2CP-DI,IN
RefUnit2|RU,CT2RU2-P,INL
RefUnit2|RU,CT2RU2a-P,INL
RefUnit2|RU,CT2RU2b-P,INL
RU1-2-CV,RU2-3-DI,1
RU1-2-CV,RU2-4-DI,2
RU1-3-CV,Com011-DI,1
RU1-3-CV,Com012-DI,2
RU1-3-CV,Com013-DI,3
RU1-4-CV,Com014-DI,1
RU1-4-CV,Com015-DI,2
RU1-4-CV,Com016-DI,3
RU2-2-CV,RU2-3-DI,1
RU2-2-CV,RU2-4-DI,2
RU2-3-CV,Com021-DI,1
RU2-3-CV,Com022-DI,2
RU2-3-CV,Com023-DI,3
RU2-4-CV,Com024-DI,1
RU2-4-CV,Com025-DI,2
RU2-4-CV,Com026-DI,3
Schematic0,CurTemp,null
Schematic0,CrudeTK01,null
Schematic0,WindDir,null
Schematic0,P1toRU,null
Schematic0,V2RU,null
Schematic0,VV2RU,null
Schematic0,WindSpeed,null
Schematic0,VPump,null
Schematic0,HPump,null
Schematic0,RefUnit1|RU,null
Schematic0,Dock1,null
Schematic0,HPumpR,null
Schematic0,VPumpR,null
Schematic0,3WayValve,null
Schematic0,3WayVlvBtm,null
Schematic0,3WayVlvRt,null
Schematic0,3WayVlvLft,null
TankField,TFRU2,null
TankField,TFRU1,null
TankField,TFPRU1-0,null
TankField,TFPRU2-0,null
TankField,TFC01,null
TankField,TFC02,null
TankField,TFC03,null
TankField,TFC04,null
TankField,TFC05,null
TankField,TFC06,null
TankField,TFC07,null
TankField,TFC08,null
TankField,TFC09,null
TankField,TFC10,null
TankField,TFC11,null
TankField,TFC12,null
TankField,CTPmp011,null
TankField,CTV011,null
TankField,CTPipe011,null
TankField,CTPipe012,null
TankField,CTPmp021,null
TankField,CTPipe021,null
TankField,CTPipe022,null
TankField,CTV021,null
TankField,CTPmp031,null
TankField,CTPipe031,null
TankField,CTPipe032,null
TankField,CTV031,null
TankField,CTPmp041,null
TankField,CTPipe041,null
TankField,CTPipe042,null
TankField,CTV041,null
TankField,CTPmp051,null
TankField,CTPipe051,null
TankField,CTPipe052,null
TankField,CTV051,null
TankField,CTPmp061,null
TankField,CTPipe061,null
TankField,CTPipe062,null
TankField,CTV061,null
TankField,CTPmp071,null
TankField,CTPipe071,null
TankField,CTPipe072,null
TankField,CTV071,null
TankField,CTPmp081,null
TankField,CTPipe081,null
TankField,CTPipe082,null
TankField,CTV081,null
TankField,CTPmp091,null
TankField,CTPipe091,null
TankField,CTPipe092,null
TankField,CTV091,null
TankField,CTPmp101,null
TankField,CTPipe101,null
TankField,CTPipe102,null
TankField,CTV101,null
TankField,CTPmp111,null
TankField,CTPipe111,null
TankField,CTPipe112,null
TankField,CTV111,null
TankField,CTPmp121,null
TankField,CTPipe121,null
TankField,CTPipe122,null
TankField,CTV121,null
TankField,CTPipe01,null
TankField,CTPipe02,null
TankField,CTPipe03,null
TankField,CTPipe04,null
TankField,CTPipe05,null
TankField,CTPipe06,null
TankField,CTPipe07,null
TankField,CTPipe08,null
TankField,CTPipe09,null
TankField,CTPipe10,null
TankField,CTPipe11,null
TankField,CTPipe12,null
TankField,CTV012,null
TankField,CTV022,null
TankField,CTV032,null
TankField,CTV042,null
TankField,CTV052,null
TankField,CTV062,null
TankField,CTV072,null
TankField,CTV082,null
TankField,CTV092,null
TankField,CTV102,null
TankField,CTV112,null
TankField,CTV122,null
TankField,TFPRU1-3,null
TankField,TFPRU1-4,null
TankField,TFPRU2-3,null
TankField,TFPRU2-4,null
TFC01,CT01-L,null
TFC02,CT02-L,null
TFC03,CT03-L,null
TFC04,CT04-L,null
TFC05,CT05-L,null
TFC06,CT06-L,null
TFC07,CT07-L,null
TFC08,CT08-L,null
TFC09,CT09-L,null
TFC10,CT10-L,null
TFC11,CT11-L,null
TFC12,CT12-L,null
TFPCom011,Com011-DI,null
TFPCom012,Com012-DI,null
TFPCom013,Com013-DI,null
TFPCom014,Com014-DI,null
TFPCom015,Com015-DI,null
TFPCom016,Com016-DI,null
TFPCom021,Com021-DI,null
TFPCom022,Com022-DI,null
TFPCom023,Com023-DI,null
TFPCom024,Com024-DI,null
TFPCom025,Com025-DI,null
TFPCom026,Com026-DI,null
TFPRU1-0,RU1-2-DI,null
TFPRU1-1,RU1-2-DI,null
TFPRU1-2,RU1-2-DI,null
TFPRU1-3,RU1-3-DI,null
TFPRU1-4,RU1-4-DI,null
TFPRU2-0,RU2-2-DI,null
TFPRU2-1,RU2-2-DI,null
TFPRU2-2,RU2-2-DI,null
TFPRU2-3,RU2-3-DI,null
TFPRU2-4,RU2-4-DI,null
TFRU1,RU1-OnOff,null
TFRU2,RU2-OnOff,null
V2RU,RU1CP-DI,null
V2RU,RU1CP-DO,null
VPump,RU1CP-DI,null
VPumpR,RU1CP-DI,null
VV2RU,RU1CP-DI,null
WindDir,DCM-0000,null
WindSpeed,DCR-0000,null
WT01,RT01-L,null
WT01,RT01-T,null
WT01,WT01-Vi,INL
WT01,WT01-Vo,OUTL
WT01,WT01-Pmp,OUTL
WT01-Pmp,WT01-PoDI,OUTL
WT01-Pmp,WT01-PoDO,OUTL
WT01-Vi,WT01-ViDI,INL
WT01-Vi,WT01-ViDO,INL
WT01-Vo,WT01-VoDI,OUTL
WT01-Vo,WT01-VoDO,OUTL
WT02,RT02-L,null
WT02,RT02-T,null
WT02,WT02-Vi,INL
WT02,WT02-Vo,OUTL
WT02,WT02-Pmp,OUTL
WT02-Pmp,WT02-PoDI,OUTL
WT02-Pmp,WT02-PoDO,OUTL
WT02-Vi,WT02-ViDI,INL
WT02-Vi,WT02-ViDO,INL
